Cadera_ps,Cadera_fex,Cadera_adab,MusloDerecho_ps,MusloDerecho_fex,MusloDerecho_adab,EspinilleraDerecha_ps,EspinilleraDerecha_fex,EspinilleraDerecha_adab,PieDerecha_ps,PieDerecha_fex,PieDerecha_adab,MusloIzquierdo_ps,MusloIzquierdo_fex,MusloIzquierdo_adab,EspinilleraIzquierda_ps,EspinilleraIzquierda_fex,EspinilleraIzquierda_adab,PieIzquierdo_ps,PieIzquierdo_fex,PieIzquierdo_adab
 1.76, 0.97,-0.84, 0.24,-1.17,-0.09, 0.64, 0.66, 0.85, 0.98,-0.14, 0.43, 0.90,-3.98,-0.77, 2.52, 4.16, 2.74, 0.72,-1.35,-0.72
 1.76, 0.97,-0.84, 0.24,-1.17,-0.09, 0.64, 0.66, 0.85, 0.98,-0.14, 0.43, 0.89,-4.36,-0.80, 2.52, 4.16, 2.74, 0.72,-1.35,-0.72
 1.76, 0.97,-0.84, 0.24,-1.17,-0.09, 0.68, 0.45, 0.88, 0.98,-0.14, 0.43, 0.89,-4.36,-0.80, 2.52, 4.16, 2.74, 0.72,-1.35,-0.72
 1.76, 0.97,-0.84, 0.19,-1.39,-0.16, 0.68, 0.45, 0.88, 0.98,-0.14, 0.43, 0.89,-4.36,-0.80, 2.52, 4.16, 2.74, 0.72,-1.35,-0.72
 1.76, 0.97,-0.84, 0.19,-1.39,-0.16, 0.68, 0.45, 0.88, 0.98,-0.14, 0.43, 0.89,-4.36,-0.80, 2.52, 4.16, 2.74, 0.78,-1.34,-0.57
 1.76, 0.97,-0.84, 0.19,-1.39,-0.16, 0.68, 0.45, 0.88, 1.04, 0.02, 0.43, 0.89,-4.36,-0.80, 2.52, 4.16, 2.74, 0.78,-1.34,-0.57
 1.95, 1.28,-0.80, 0.19,-1.39,-0.16, 0.68, 0.45, 0.88, 1.04, 0.02, 0.43, 0.89,-4.36,-0.80, 2.52, 4.16, 2.74, 0.78,-1.34,-0.57
 1.95, 1.28,-0.80, 0.19,-1.39,-0.16, 0.68, 0.45, 0.88, 1.04, 0.02, 0.43, 0.89,-4.36,-0.80, 2.52, 4.16, 2.74, 0.78,-1.34,-0.57
 1.95, 1.28,-0.80, 0.19,-1.39,-0.16, 0.68, 0.45, 0.88, 1.04, 0.02, 0.43, 0.89,-4.36,-0.80, 2.68, 4.21, 2.72, 0.78,-1.34,-0.57
 1.95, 1.28,-0.80, 0.19,-1.39,-0.16, 0.68, 0.45, 0.88, 1.04, 0.02, 0.43, 0.72,-4.81,-0.85, 2.68, 4.21, 2.72, 0.78,-1.34,-0.57
 1.95, 1.28,-0.80, 0.19,-1.39,-0.16, 0.72, 0.24, 0.88, 1.04, 0.02, 0.43, 0.72,-4.81,-0.85, 2.68, 4.21, 2.72, 0.78,-1.34,-0.57
 1.95, 1.28,-0.80, 0.19,-1.39,-0.16, 0.72, 0.24, 0.88, 1.04, 0.02, 0.43, 0.72,-4.81,-0.85, 2.68, 4.21, 2.72, 0.78,-1.34,-0.57
 1.95, 1.28,-0.80, 0.13,-1.73,-0.23, 0.72, 0.24, 0.88, 1.04, 0.02, 0.43, 0.72,-4.81,-0.85, 2.68, 4.21, 2.72, 0.78,-1.34,-0.57
 1.95, 1.28,-0.80, 0.13,-1.73,-0.23, 0.72, 0.24, 0.88, 1.04, 0.02, 0.43, 0.72,-4.81,-0.85, 2.68, 4.21, 2.72, 0.84,-1.30,-0.41
 1.95, 1.28,-0.80, 0.13,-1.73,-0.23, 0.72, 0.24, 0.88, 1.08, 0.22, 0.43, 0.72,-4.81,-0.85, 2.68, 4.21, 2.72, 0.84,-1.30,-0.41
 2.15, 1.67,-0.74, 0.13,-1.73,-0.23, 0.72, 0.24, 0.88, 1.08, 0.22, 0.43, 0.72,-4.81,-0.85, 2.68, 4.21, 2.72, 0.84,-1.30,-0.41
 2.15, 1.67,-0.74, 0.13,-1.73,-0.23, 0.72, 0.24, 0.88, 1.08, 0.22, 0.43, 0.72,-4.81,-0.85, 2.62, 4.22, 2.71, 0.84,-1.30,-0.41
 2.15, 1.67,-0.74, 0.13,-1.73,-0.23, 0.72, 0.24, 0.88, 1.08, 0.22, 0.43, 0.61,-5.37,-0.94, 2.62, 4.22, 2.71, 0.84,-1.30,-0.41
 2.15, 1.67,-0.74, 0.13,-1.73,-0.23, 0.80, 0.06, 0.87, 1.08, 0.22, 0.43, 0.61,-5.37,-0.94, 2.62, 4.22, 2.71, 0.84,-1.30,-0.41
 2.15, 1.67,-0.74, 0.04,-2.17,-0.31, 0.80, 0.06, 0.87, 1.08, 0.22, 0.43, 0.61,-5.37,-0.94, 2.62, 4.22, 2.71, 0.84,-1.30,-0.41
 2.15, 1.67,-0.74, 0.04,-2.17,-0.31, 0.80, 0.06, 0.87, 1.08, 0.22, 0.43, 0.61,-5.37,-0.94, 2.62, 4.22, 2.71, 0.80,-1.23,-0.25
 2.15, 1.67,-0.74, 0.04,-2.17,-0.31, 0.80, 0.06, 0.87, 1.10, 0.43, 0.42, 0.61,-5.37,-0.94, 2.62, 4.22, 2.71, 0.80,-1.23,-0.25
 2.37, 2.12,-0.67, 0.04,-2.17,-0.31, 0.80, 0.06, 0.87, 1.10, 0.43, 0.42, 0.61,-5.37,-0.94, 2.62, 4.22, 2.71, 0.80,-1.23,-0.25
 2.37, 2.12,-0.67, 0.04,-2.17,-0.31, 0.80, 0.06, 0.87, 1.10, 0.43, 0.42, 0.61,-5.37,-0.94, 2.62, 4.22, 2.71, 0.80,-1.23,-0.25
 2.37, 2.12,-0.67, 0.04,-2.17,-0.31, 0.80, 0.06, 0.87, 1.10, 0.43, 0.42, 0.61,-5.37,-0.94, 2.65, 4.23, 2.71, 0.80,-1.23,-0.25
 2.37, 2.12,-0.67, 0.04,-2.17,-0.31, 0.80, 0.06, 0.87, 1.10, 0.43, 0.42, 0.56,-6.02,-1.08, 2.65, 4.23, 2.71, 0.80,-1.23,-0.25
 2.37, 2.12,-0.67, 0.04,-2.17,-0.31, 0.85,-0.12, 0.83, 1.10, 0.43, 0.42, 0.56,-6.02,-1.08, 2.65, 4.23, 2.71, 0.80,-1.23,-0.25
 2.37, 2.12,-0.67, 0.04,-2.17,-0.31, 0.85,-0.12, 0.83, 1.10, 0.43, 0.42, 0.56,-6.02,-1.08, 2.65, 4.23, 2.71, 0.80,-1.23,-0.25
 2.37, 2.12,-0.67, 0.14,-2.66,-0.42, 0.85,-0.12, 0.83, 1.10, 0.43, 0.42, 0.56,-6.02,-1.08, 2.65, 4.23, 2.71, 0.80,-1.23,-0.25
 2.37, 2.12,-0.67, 0.14,-2.66,-0.42, 0.85,-0.12, 0.83, 1.10, 0.43, 0.42, 0.56,-6.02,-1.08, 2.65, 4.23, 2.71, 0.75,-1.13,-0.11
 2.37, 2.12,-0.67, 0.14,-2.66,-0.42, 0.85,-0.12, 0.83, 1.10, 0.43, 0.42, 0.56,-6.02,-1.08, 2.65, 4.23, 2.71, 0.75,-1.13,-0.11
 2.37, 2.12,-0.67, 0.14,-2.66,-0.42, 0.85,-0.12, 0.83, 1.10, 0.66, 0.43, 0.56,-6.02,-1.08, 2.65, 4.23, 2.71, 0.75,-1.13,-0.11
 2.37, 2.12,-0.67, 0.14,-2.66,-0.42, 0.85,-0.12, 0.83, 1.10, 0.66, 0.43, 0.56,-6.02,-1.08, 2.65, 4.23, 2.71, 0.75,-1.13,-0.11
 2.57, 2.59,-0.59, 0.14,-2.66,-0.42, 0.85,-0.12, 0.83, 1.10, 0.66, 0.43, 0.56,-6.02,-1.08, 2.65, 4.23, 2.71, 0.75,-1.13,-0.11
 2.57, 2.59,-0.59, 0.14,-2.66,-0.42, 0.85,-0.12, 0.83, 1.10, 0.66, 0.43, 0.56,-6.02,-1.08, 2.65, 4.23, 2.71, 0.75,-1.13,-0.11
 2.57, 2.59,-0.59, 0.14,-2.66,-0.42, 0.85,-0.12, 0.83, 1.10, 0.66, 0.43, 0.56,-6.02,-1.08, 2.81, 4.28, 2.76, 0.75,-1.13,-0.11
 2.57, 2.59,-0.59, 0.14,-2.66,-0.42, 0.85,-0.12, 0.83, 1.10, 0.66, 0.43, 0.56,-6.02,-1.08, 2.81, 4.28, 2.76, 0.75,-1.13,-0.11
 2.57, 2.59,-0.59, 0.14,-2.66,-0.42, 0.85,-0.12, 0.83, 1.10, 0.66, 0.43, 0.52,-6.74,-1.22, 2.81, 4.28, 2.76, 0.75,-1.13,-0.11
 2.57, 2.59,-0.59, 0.14,-2.66,-0.42, 0.92,-0.33, 0.79, 1.10, 0.66, 0.43, 0.52,-6.74,-1.22, 2.81, 4.28, 2.76, 0.75,-1.13,-0.11
 2.57, 2.59,-0.59, 0.23,-3.24,-0.52, 0.92,-0.33, 0.79, 1.10, 0.66, 0.43, 0.52,-6.74,-1.22, 2.81, 4.28, 2.76, 0.75,-1.13,-0.11
 2.57, 2.59,-0.59, 0.23,-3.24,-0.52, 0.92,-0.33, 0.79, 1.10, 0.66, 0.43, 0.52,-6.74,-1.22, 2.81, 4.28, 2.76, 0.73,-1.03, 0.03
 2.57, 2.59,-0.59, 0.23,-3.24,-0.52, 0.92,-0.33, 0.79, 1.12, 0.92, 0.45, 0.52,-6.74,-1.22, 2.81, 4.28, 2.76, 0.73,-1.03, 0.03
 2.83, 3.17,-0.50, 0.23,-3.24,-0.52, 0.92,-0.33, 0.79, 1.12, 0.92, 0.45, 0.52,-6.74,-1.22, 2.81, 4.28, 2.76, 0.73,-1.03, 0.03
 2.83, 3.17,-0.50, 0.23,-3.24,-0.52, 0.92,-0.33, 0.79, 1.12, 0.92, 0.45, 0.52,-6.74,-1.22, 2.90, 4.37, 2.81, 0.73,-1.03, 0.03
 2.83, 3.17,-0.50, 0.23,-3.24,-0.52, 0.92,-0.33, 0.79, 1.12, 0.92, 0.45, 0.52,-6.74,-1.22, 2.90, 4.37, 2.81, 0.73,-1.03, 0.03
 2.83, 3.17,-0.50, 0.23,-3.24,-0.52, 0.92,-0.33, 0.79, 1.12, 0.92, 0.45, 0.39,-7.59,-1.38, 2.90, 4.37, 2.81, 0.73,-1.03, 0.03
 2.83, 3.17,-0.50, 0.23,-3.24,-0.52, 0.94,-0.49, 0.74, 1.12, 0.92, 0.45, 0.39,-7.59,-1.38, 2.90, 4.37, 2.81, 0.73,-1.03, 0.03
 2.83, 3.17,-0.50, 0.38,-3.97,-0.62, 0.94,-0.49, 0.74, 1.12, 0.92, 0.45, 0.39,-7.59,-1.38, 2.90, 4.37, 2.81, 0.73,-1.03, 0.03
 2.83, 3.17,-0.50, 0.38,-3.97,-0.62, 0.94,-0.49, 0.74, 1.12, 0.92, 0.45, 0.39,-7.59,-1.38, 2.90, 4.37, 2.81, 0.66,-0.91, 0.17
 2.83, 3.17,-0.50, 0.38,-3.97,-0.62, 0.94,-0.49, 0.74, 1.20, 1.18, 0.49, 0.39,-7.59,-1.38, 2.90, 4.37, 2.81, 0.66,-0.91, 0.17
 3.15, 3.87,-0.39, 0.38,-3.97,-0.62, 0.94,-0.49, 0.74, 1.20, 1.18, 0.49, 0.39,-7.59,-1.38, 2.90, 4.37, 2.81, 0.66,-0.91, 0.17
 3.15, 3.87,-0.39, 0.38,-3.97,-0.62, 0.94,-0.49, 0.74, 1.20, 1.18, 0.49, 0.39,-7.59,-1.38, 2.96, 4.46, 2.89, 0.66,-0.91, 0.17
 3.15, 3.87,-0.39, 0.38,-3.97,-0.62, 0.94,-0.49, 0.74, 1.20, 1.18, 0.49, 0.29,-8.67,-1.60, 2.96, 4.46, 2.89, 0.66,-0.91, 0.17
 3.15, 3.87,-0.39, 0.38,-3.97,-0.62, 1.05,-0.62, 0.66, 1.20, 1.18, 0.49, 0.29,-8.67,-1.60, 2.96, 4.46, 2.89, 0.66,-0.91, 0.17
 3.15, 3.87,-0.39, 0.59,-4.87,-0.74, 1.05,-0.62, 0.66, 1.20, 1.18, 0.49, 0.29,-8.67,-1.60, 2.96, 4.46, 2.89, 0.66,-0.91, 0.17
 3.15, 3.87,-0.39, 0.59,-4.87,-0.74, 1.05,-0.62, 0.66, 1.20, 1.18, 0.49, 0.29,-8.67,-1.60, 2.96, 4.46, 2.89, 0.58,-0.78, 0.29
 3.15, 3.87,-0.39, 0.59,-4.87,-0.74, 1.05,-0.62, 0.66, 1.21, 1.43, 0.51, 0.29,-8.67,-1.60, 2.96, 4.46, 2.89, 0.58,-0.78, 0.29
 3.59, 4.74,-0.22, 0.59,-4.87,-0.74, 1.05,-0.62, 0.66, 1.21, 1.43, 0.51, 0.29,-8.67,-1.60, 2.96, 4.46, 2.89, 0.58,-0.78, 0.29
 3.59, 4.74,-0.22, 0.59,-4.87,-0.74, 1.05,-0.62, 0.66, 1.21, 1.43, 0.51, 0.29,-8.67,-1.60, 3.15, 4.61, 3.02, 0.58,-0.78, 0.29
 3.59, 4.74,-0.22, 0.59,-4.87,-0.74, 1.05,-0.62, 0.66, 1.21, 1.43, 0.51, 0.12,-9.96,-1.85, 3.15, 4.61, 3.02, 0.58,-0.78, 0.29
 3.59, 4.74,-0.22, 0.59,-4.87,-0.74, 1.15,-0.71, 0.57, 1.21, 1.43, 0.51, 0.12,-9.96,-1.85, 3.15, 4.61, 3.02, 0.58,-0.78, 0.29
 3.59, 4.74,-0.22, 0.95,-5.98,-0.88, 1.15,-0.71, 0.57, 1.21, 1.43, 0.51, 0.12,-9.96,-1.85, 3.15, 4.61, 3.02, 0.58,-0.78, 0.29
 3.59, 4.74,-0.22, 0.95,-5.98,-0.88, 1.15,-0.71, 0.57, 1.21, 1.43, 0.51, 0.12,-9.96,-1.85, 3.15, 4.61, 3.02, 0.55,-0.62, 0.44
 3.59, 4.74,-0.22, 0.95,-5.98,-0.88, 1.15,-0.71, 0.57, 1.20, 1.70, 0.57, 0.12,-9.96,-1.85, 3.15, 4.61, 3.02, 0.55,-0.62, 0.44
 4.05, 5.74,-0.04, 0.95,-5.98,-0.88, 1.15,-0.71, 0.57, 1.20, 1.70, 0.57, 0.12,-9.96,-1.85, 3.15, 4.61, 3.02, 0.55,-0.62, 0.44
 4.05, 5.74,-0.04, 0.95,-5.98,-0.88, 1.15,-0.71, 0.57, 1.20, 1.70, 0.57, 0.12,-9.96,-1.85, 3.40, 4.77, 3.17, 0.55,-0.62, 0.44
 4.05, 5.74,-0.04, 0.95,-5.98,-0.88, 1.15,-0.71, 0.57, 1.20, 1.70, 0.57, 0.12,-11.44,-2.10, 3.40, 4.77, 3.17, 0.55,-0.62, 0.44
 4.05, 5.74,-0.04, 0.95,-5.98,-0.88, 1.17,-0.73, 0.46, 1.20, 1.70, 0.57, 0.12,-11.44,-2.10, 3.40, 4.77, 3.17, 0.55,-0.62, 0.44
 4.05, 5.74,-0.04, 1.38,-7.29,-1.06, 1.17,-0.73, 0.46, 1.20, 1.70, 0.57, 0.12,-11.44,-2.10, 3.40, 4.77, 3.17, 0.55,-0.62, 0.44
 4.05, 5.74,-0.04, 1.38,-7.29,-1.06, 1.17,-0.73, 0.46, 1.20, 1.70, 0.57, 0.12,-11.44,-2.10, 3.40, 4.77, 3.17, 0.52,-0.43, 0.61
 4.05, 5.74,-0.04, 1.38,-7.29,-1.06, 1.17,-0.73, 0.46, 1.27, 1.96, 0.61, 0.12,-11.44,-2.10, 3.40, 4.77, 3.17, 0.52,-0.43, 0.61
 4.67, 6.93, 0.17, 1.38,-7.29,-1.06, 1.17,-0.73, 0.46, 1.27, 1.96, 0.61, 0.12,-11.44,-2.10, 3.40, 4.77, 3.17, 0.52,-0.43, 0.61
 4.67, 6.93, 0.17, 1.38,-7.29,-1.06, 1.17,-0.73, 0.46, 1.27, 1.96, 0.61, 0.12,-11.44,-2.10, 3.66, 4.97, 3.34, 0.52,-0.43, 0.61
 4.67, 6.93, 0.17, 1.38,-7.29,-1.06, 1.17,-0.73, 0.46, 1.27, 1.96, 0.61, 0.58,-13.13,-2.27, 3.66, 4.97, 3.34, 0.52,-0.43, 0.61
 4.67, 6.93, 0.17, 1.38,-7.29,-1.06, 1.21,-0.69, 0.37, 1.27, 1.96, 0.61, 0.58,-13.13,-2.27, 3.66, 4.97, 3.34, 0.52,-0.43, 0.61
 4.67, 6.93, 0.17, 1.94,-8.89,-1.21, 1.21,-0.69, 0.37, 1.27, 1.96, 0.61, 0.58,-13.13,-2.27, 3.66, 4.97, 3.34, 0.52,-0.43, 0.61
 4.67, 6.93, 0.17, 1.94,-8.89,-1.21, 1.21,-0.69, 0.37, 1.27, 1.96, 0.61, 0.58,-13.13,-2.27, 3.66, 4.97, 3.34, 0.48,-0.25, 0.78
 4.67, 6.93, 0.17, 1.94,-8.89,-1.21, 1.21,-0.69, 0.37, 1.29, 2.21, 0.68, 0.58,-13.13,-2.27, 3.66, 4.97, 3.34, 0.48,-0.25, 0.78
 5.40, 8.36, 0.43, 1.94,-8.89,-1.21, 1.21,-0.69, 0.37, 1.29, 2.21, 0.68, 0.58,-13.13,-2.27, 3.66, 4.97, 3.34, 0.48,-0.25, 0.78
 5.40, 8.36, 0.43, 1.94,-8.89,-1.21, 1.21,-0.69, 0.37, 1.29, 2.21, 0.68, 0.58,-13.13,-2.27, 3.83, 5.16, 3.51, 0.48,-0.25, 0.78
 5.40, 8.36, 0.43, 1.94,-8.89,-1.21, 1.21,-0.69, 0.37, 1.29, 2.21, 0.68, 1.21,-15.10,-2.36, 3.83, 5.16, 3.51, 0.48,-0.25, 0.78
 5.40, 8.36, 0.43, 1.94,-8.89,-1.21, 1.10,-0.53, 0.25, 1.29, 2.21, 0.68, 1.21,-15.10,-2.36, 3.83, 5.16, 3.51, 0.48,-0.25, 0.78
 5.40, 8.36, 0.43, 2.57,-10.85,-1.35, 1.10,-0.53, 0.25, 1.29, 2.21, 0.68, 1.21,-15.10,-2.36, 3.83, 5.16, 3.51, 0.48,-0.25, 0.78
 5.40, 8.36, 0.43, 2.57,-10.85,-1.35, 1.10,-0.53, 0.25, 1.29, 2.21, 0.68, 1.21,-15.10,-2.36, 3.83, 5.16, 3.51, 0.45,-0.04, 0.95
 5.40, 8.36, 0.43, 2.57,-10.85,-1.35, 1.10,-0.53, 0.25, 1.45, 2.46, 0.84, 1.21,-15.10,-2.36, 3.83, 5.16, 3.51, 0.45,-0.04, 0.95
 6.02,10.02, 0.76, 2.57,-10.85,-1.35, 1.10,-0.53, 0.25, 1.45, 2.46, 0.84, 1.21,-15.10,-2.36, 3.83, 5.16, 3.51, 0.45,-0.04, 0.95
 6.02,10.02, 0.76, 2.57,-10.85,-1.35, 1.10,-0.53, 0.25, 1.45, 2.46, 0.84, 1.21,-15.10,-2.36, 3.98, 5.36, 3.67, 0.45,-0.04, 0.95
 6.02,10.02, 0.76, 2.57,-10.85,-1.35, 1.10,-0.53, 0.25, 1.45, 2.46, 0.84, 1.21,-15.10,-2.36, 3.98, 5.36, 3.67, 0.45,-0.04, 0.95
 6.02,10.02, 0.76, 2.57,-10.85,-1.35, 1.10,-0.53, 0.25, 1.45, 2.46, 0.84, 1.84,-17.43,-2.49, 3.98, 5.36, 3.67, 0.45,-0.04, 0.95
 6.02,10.02, 0.76, 2.57,-10.85,-1.35, 0.90,-0.26, 0.12, 1.45, 2.46, 0.84, 1.84,-17.43,-2.49, 3.98, 5.36, 3.67, 0.45,-0.04, 0.95
 6.02,10.02, 0.76, 2.98,-13.14,-1.50, 0.90,-0.26, 0.12, 1.45, 2.46, 0.84, 1.84,-17.43,-2.49, 3.98, 5.36, 3.67, 0.45,-0.04, 0.95
 6.02,10.02, 0.76, 2.98,-13.14,-1.50, 0.90,-0.26, 0.12, 1.45, 2.46, 0.84, 1.84,-17.43,-2.49, 3.98, 5.36, 3.67, 0.45,-0.04, 0.95
 6.02,10.02, 0.76, 2.98,-13.14,-1.50, 0.90,-0.26, 0.12, 1.45, 2.46, 0.84, 1.84,-17.43,-2.49, 3.98, 5.36, 3.67, 0.42, 0.21, 1.11
 6.02,10.02, 0.76, 2.98,-13.14,-1.50, 0.90,-0.26, 0.12, 1.76, 2.73, 1.02, 1.84,-17.43,-2.49, 3.98, 5.36, 3.67, 0.42, 0.21, 1.11
 6.56,12.05, 1.18, 2.98,-13.14,-1.50, 0.90,-0.26, 0.12, 1.76, 2.73, 1.02, 1.84,-17.43,-2.49, 3.98, 5.36, 3.67, 0.42, 0.21, 1.11
 6.56,12.05, 1.18, 2.98,-13.14,-1.50, 0.90,-0.26, 0.12, 1.76, 2.73, 1.02, 1.84,-17.43,-2.49, 4.03, 5.71, 3.88, 0.42, 0.21, 1.11
 6.56,12.05, 1.18, 2.98,-13.14,-1.50, 0.90,-0.26, 0.12, 1.76, 2.73, 1.02, 2.47,-20.22,-2.61, 4.03, 5.71, 3.88, 0.42, 0.21, 1.11
 6.56,12.05, 1.18, 2.98,-13.14,-1.50, 0.76, 0.08,-0.01, 1.76, 2.73, 1.02, 2.47,-20.22,-2.61, 4.03, 5.71, 3.88, 0.42, 0.21, 1.11
 6.56,12.05, 1.18, 2.98,-13.14,-1.50, 0.76, 0.08,-0.01, 1.76, 2.73, 1.02, 2.47,-20.22,-2.61, 4.03, 5.71, 3.88, 0.42, 0.21, 1.11
 6.56,12.05, 1.18, 2.97,-15.92,-1.71, 0.76, 0.08,-0.01, 1.76, 2.73, 1.02, 2.47,-20.22,-2.61, 4.03, 5.71, 3.88, 0.42, 0.21, 1.11
 6.56,12.05, 1.18, 2.97,-15.92,-1.71, 0.76, 0.08,-0.01, 1.76, 2.73, 1.02, 2.47,-20.22,-2.61, 4.03, 5.71, 3.88, 0.35, 0.47, 1.26
